sample_id,instrument_id,run_date,replicate_number,error_mgL,error_pct,percent_recovery,response_factor,residual,retention_deviation,rsd_pct,peakarea_zscore,is_outlier,ewma,cusum,roll_mean,roll_std,roll_cv
S027,GC_02,2025-01-01,1,-0.040000000000000036,-3.7735849056603805,96.22641509433963,9968.627450980392,325.73245614035113,0.1098684210526315,0.0,0.1757326524772107,0,10168.0,325.73245614035113,10168.0,,
S096,GC_02,2025-01-01,1,0.030000000000000027,3.061224489795921,103.0612244897959,10025.742574257425,283.73245614035113,-0.1301315789473687,0.0,0.05637495896324448,0,10159.6,609.4649122807023,10147.0,29.698484809834994,0.0029268241657470183
S219,GC_02,2025-01-01,1,0.010000000000000009,1.0416666666666676,101.04166666666667,9992.783505154639,-149.26754385964887,-0.18013157894736853,0.0,-1.174146024168836,0,10066.28,460.1973684210534,9995.666666666666,262.9569039468886,0.026307090133746817
S087,GC_02,2025-01-02,1,0.030000000000000027,3.030303030303033,103.03030303030303,9992.156862745098,349.73245614035113,-0.12013157894736848,0.0,0.2439370487709057,0,10091.424,809.9298245614045,10044.75,236.08102422685297,0.023502926825142784
S197,GC_02,2025-01-02,1,-0.010000000000000009,-1.0416666666666676,98.95833333333334,10034.736842105263,-309.26754385964887,-0.18013157894736853,0.0,-1.6288419994601357,0,9979.739200000002,500.66228070175566,9942.4,306.8848318180615,0.03086627291378958
S003,GC_02,2025-01-03,1,0.030000000000000027,3.157894736842108,103.15789473684211,10051.020408163266,7.7324561403511325,0.09986842105263127,0.0,-0.7279755984142479,0,9953.791360000003,508.3947368421068,9927.0,277.06605710552117,0.027910351274858584
S126,GC_02,2025-01-03,1,0.020000000000000018,2.020202020202022,102.020202020202,10000.0,257.73245614035113,-0.04013157894736841,0.0,-0.017513137021591754,0,9983.033088000004,766.1271929824579,9951.714285714286,261.2410855166252,0.02625086271735489
S417,GC_02,2025-01-03,1,0.010000000000000009,1.0526315789473695,101.05263157894737,10030.208333333334,-213.26754385964887,0.029868421052631433,0.0,-1.356024414285356,0,9912.226470400004,552.8596491228091,9874.714285714286,266.2528336535998,0.02696309239435786
S222,GC_02,2025-01-04,1,0.040000000000000036,4.12371134020619,104.1237113402062,10016.831683168317,274.73245614035113,-0.19013157894736876,0.0,0.03079831035310886,0,9953.181176320004,827.5921052631602,9873.42857142857,264.85521651325985,0.026825050143137703
S328,GC_02,2025-01-04,1,-0.010000000000000009,-0.980392156862746,99.01960784313727,9957.425742574258,214.73245614035113,-0.010131578947368602,0.0,-0.1397126803811286,0,9973.944941056003,1042.3245614035113,9925.42857142857,259.199316577582,0.026114672501267658
S254,GC_02,2025-01-05,1,-0.040000000000000036,-4.040404040404044,95.95959595959596,10050.526315789473,-294.26754385964887,0.17986842105263134,0.0,-1.5862142517765765,0,9888.755952844802,748.0570175438625,9833.42857142857,263.0746770677213,0.026753097880030937
S274,GC_02,2025-01-05,1,-0.050000000000000044,-4.901960784313729,95.09803921568627,10011.340206185567,-131.26754385964887,0.12986842105263152,0.0,-1.1229927269485647,0,9853.204762275842,616.7894736842136,9858.857142857143,236.45114264292096,0.02398362601432282
S366,GC_02,2025-01-05,1,0.020000000000000018,2.0833333333333353,102.08333333333333,10045.91836734694,2.7324561403511325,-0.17013157894736874,0.0,-0.742184847642101,0,9851.563809820673,619.5219298245647,9858.142857142857,236.48990716408235,0.023989296015600976
S280,GC_02,2025-01-06,1,-0.030000000000000027,-2.8846153846153872,97.11538461538461,9968.316831683169,225.73245614035113,-0.1301315789473687,0.0,-0.10845233207985173,0,9894.851047856539,845.2543859649159,9853.57142857143,231.28759668636027,0.023472463599920577
S421,GC_02,2025-01-06,1,-0.030000000000000027,-2.9126213592233037,97.0873786407767,10001.0,158.73245614035113,-0.11013157894736869,0.0,-0.2988562717330836,0,9916.080838285232,1003.986842105267,9906.714285714286,213.11085869856052,0.021511759858247992
S031,GC_02,2025-01-07,1,0.0,0.0,100.0,9952.0,109.73245614035113,0.15986842105263133,0.0,-0.4381069141660442,0,9923.264670628187,1113.7192982456181,9883.142857142857,194.26736608038257,0.01965643610422766
S400,GC_02,2025-01-07,1,-0.010000000000000009,-1.0000000000000009,99.0,9975.757575757576,33.73245614035113,0.14986842105263154,0.0,-0.6540875024294116,0,9913.81173650255,1147.4517543859693,9857.285714285714,178.69127406947294,0.018127837545634275
S080,GC_02,2025-01-08,1,-0.020000000000000018,-1.9417475728155356,98.05825242718447,9956.435643564357,213.73245614035113,-0.1301315789473687,0.0,-0.14255453022669923,0,9942.249389202041,1361.1842105263204,9929.857142857143,128.15801258788068,0.012906329944541925
S305,GC_02,2025-01-08,1,0.0,0.0,100.0,9966.666666666668,-274.26754385964887,-0.08013157894736844,0.0,-1.5293772548651638,0,9867.399511361633,1086.9166666666715,9909.42857142857,172.56289398637173,0.01741401058017764
S344,GC_02,2025-01-08,1,-0.010000000000000009,-1.010101010101011,98.98989898989899,10002.040816326531,-40.26754385964887,-0.1601315789473685,0.0,-0.8643843910016379,0,9854.319609089307,1046.6491228070226,9903.285714285714,175.9703708826315,0.017768887615631473
S427,GC_02,2025-01-08,1,0.0,0.0,100.0,10011.0,168.73245614035113,-0.19013157894736876,0.0,-0.27043777327737734,0,9885.655687271446,1215.3815789473738,9895.142857142857,168.22646301085453,0.01700091301758412
S428,GC_02,2025-01-08,1,0.0,0.0,100.0,10005.208333333334,-237.26754385964887,0.09986842105263127,0.0,-1.4242288105790508,0,9829.524549817157,978.1140350877249,9838.57142857143,191.64886045652835,0.019479338219772012
S440,GC_02,2025-01-08,1,0.010000000000000009,1.0416666666666676,101.04166666666667,10023.711340206186,-119.26754385964887,0.029868421052631433,0.0,-1.0888905288017172,0,9808.219639853725,858.846491228076,9805.857142857143,188.58015852808236,0.019231379346113495
S211,GC_02,2025-01-09,1,0.010000000000000009,1.0526315789473695,101.05263157894737,9981.25,-260.26754385964887,0.06986842105263147,0.0,-1.4895913570271753,0,9762.97571188298,598.5789473684272,9763.857142857143,202.57461882100893,0.020747396838881917
S286,GC_02,2025-01-09,1,-0.020000000000000018,-2.061855670103095,97.9381443298969,10040.0,-304.26754385964887,0.16986842105263156,0.0,-1.6146327502322826,0,9717.980569506384,294.3114035087783,9689.857142857143,170.073933502887,0.01755174828642924
S010,GC_02,2025-01-11,1,0.040000000000000036,4.255319148936175,104.25531914893618,9994.897959183674,-47.26754385964887,0.05986842105263124,0.0,-0.8842773399206322,0,9733.384455605108,247.04385964912944,9722.285714285714,164.51718682832507,0.016921657279274062
S136,GC_02,2025-01-11,1,0.010000000000000009,1.0000000000000009,101.0,10001.980198019803,259.73245614035113,0.18986842105263158,0.0,-0.011829437330450507,0,9807.107564484088,506.7763157894806,9765.142857142857,218.84806645359458,0.022411148475264236
S149,GC_02,2025-01-11,1,0.0,0.0,100.0,10020.408163265307,-22.267543859648868,0.019868421052631646,0.0,-0.8132310937813666,0,9809.68605158727,484.5087719298317,9737.857142857143,193.5281448708274,0.019873791742034647
S410,GC_02,2025-01-12,1,-0.010000000000000009,-1.010101010101011,98.98989898989899,9988.775510204081,-53.26754385964887,-0.15013157894736873,0.0,-0.9013284389940559,0,9805.548841269818,431.24122807018284,9764.142857142857,184.7732200757014,0.018923649805116533
S029,GC_02,2025-01-13,1,-0.010000000000000009,-1.0000000000000009,99.0,9984.848484848484,42.73245614035113,-0.19013157894736876,0.0,-0.628510853819276,0,9821.439073015856,473.973684210534,9787.285714285714,188.86124914489952,0.019296590971001688
S206,GC_02,2025-01-13,1,0.010000000000000009,1.0638297872340436,101.06382978723406,10004.21052631579,-338.26754385964887,-0.15013157894736873,0.0,-1.7112556449816838,0,9757.951258412686,135.7061403508851,9776.142857142857,204.63416835207022,0.02093199448313667
S420,GC_02,2025-01-13,1,-0.010000000000000009,-0.980392156862746,99.01960784313727,9962.376237623763,219.73245614035113,0.009868421052631415,0.0,-0.12550343115327547,0,9818.761006730148,355.43859649123624,9851.0,198.75780907090422,0.020176409407258573
S103,GC_02,2025-01-15,1,-0.030000000000000027,-3.0000000000000027,97.0,10006.185567010309,-136.26754385964887,0.19986842105263136,0.0,-1.1372019761764178,0,9796.20880538412,219.17105263158737,9838.285714285714,205.6637338681056,0.020904427848590625
S124,GC_02,2025-01-16,1,-0.020000000000000018,-1.960784313725492,98.0392156862745,9983.0,140.73245614035113,0.06986842105263147,0.0,-0.35000956895335483,0,9833.567044307296,359.9035087719385,9821.285714285714,184.01061046011603,0.018735898314460025
S164,GC_02,2025-01-16,1,-0.050000000000000044,-4.901960784313729,95.09803921568627,9972.164948453608,-169.26754385964887,0.07986842105263126,0.0,-1.2309830210802484,0,9801.453635445838,190.63596491228964,9800.285714285714,192.37958509650883,0.019629997604669863
S300,GC_02,2025-01-16,1,-0.010000000000000009,-0.9708737864077678,99.02912621359224,9986.274509803921,343.73245614035113,0.09986842105263127,0.0,0.22688594969748194,0,9878.36290835667,534.3684210526408,9857.0,240.89831879861504,0.024439314071077918
S314,GC_02,2025-01-16,1,-0.050000000000000044,-4.807692307692312,95.1923076923077,10027.272727272728,84.73245614035113,-0.11013157894736869,0.0,-0.5091531603053098,0,9888.090326685337,619.1008771929919,9863.0,242.23129442745227,0.024559595906666558
S327,GC_02,2025-01-17,1,0.020000000000000018,2.0833333333333353,102.08333333333333,10004.081632653062,-38.26754385964887,0.07986842105263126,0.0,-0.8587006913104965,0,9871.27226134827,580.833333333343,9905.857142857143,188.7674306048086,0.019056143035630583
S373,GC_02,2025-01-17,1,-0.020000000000000018,-1.9417475728155356,98.05825242718447,9973.267326732674,230.73245614035113,0.1398684210526313,0.0,-0.09424308285199862,0,9911.617809078616,811.5657894736942,9907.42857142857,190.32328386445707,0.019210159577967463
S449,GC_02,2025-01-17,1,-0.050000000000000044,-4.807692307692312,95.1923076923077,10002.020202020201,59.73245614035113,-0.1401315789473685,0.0,-0.5801994064445753,0,9909.694247262893,871.2982456140453,9935.42857142857,168.97027070153544,0.017006842682906025
S012,GC_02,2025-01-18,1,-0.040000000000000036,-3.7735849056603805,96.22641509433963,9966.666666666666,323.73245614035113,0.04986842105263145,0.0,0.17004895278606946,0,9960.955397810314,1195.0307017543964,9961.57142857143,190.3600598364838,0.019109440834856613
S081,GC_02,2025-01-19,1,-0.020000000000000018,-2.0000000000000018,98.0,10018.367346938776,-24.267543859648868,-0.02013157894736839,0.0,-0.8189147934725078,0,9932.364318248252,1170.7631578947476,9982.285714285714,159.037431952046,0.015931965534150813
S139,GC_02,2025-01-19,1,0.0,0.0,100.0,10031.958762886597,-111.26754385964887,-0.18013157894736853,0.0,-1.0661557300371522,0,9892.091454598602,1059.4956140350987,9917.285714285714,154.826477371398,0.015611779455781192
S330,GC_02,2025-01-19,1,-0.050000000000000044,-4.672897196261686,95.32710280373831,9965.686274509804,322.73245614035113,-0.08013157894736844,0.0,0.16720710294049884,0,9946.673163678883,1382.2280701754498,9951.285714285714,181.2012824510415,0.018208831265985593
S349,GC_02,2025-01-19,1,0.020000000000000018,2.0833333333333353,102.08333333333333,10013.26530612245,-29.267543859648868,-0.08013157894736844,0.0,-0.833124042700361,0,9919.938530943107,1352.960526315801,9952.57142857143,180.01005262933617,0.018086788316089928
S053,GC_02,2025-01-20,1,0.020000000000000018,2.1276595744680873,102.12765957446808,10046.875,-197.26754385964887,0.04986842105263145,0.0,-1.310554816756226,0,9864.950824754487,1155.692982456152,9891.42857142857,203.44930338444829,0.020568242687624756
S218,GC_02,2025-01-20,1,0.030000000000000027,3.157894736842108,103.15789473684211,9966.326530612245,-75.26754385964887,0.15986842105263133,0.0,-0.9638491355966097,0,9845.36065980359,1080.4254385965032,9872.142857142857,208.61322151406114,0.02113150351781243
S205,GC_02,2025-01-22,1,0.050000000000000044,5.208333333333338,105.20833333333334,9988.118811881188,245.73245614035113,0.17986842105263134,0.0,-0.05161533516843925,0,9893.888527842872,1326.1578947368544,9861.0,191.6985480730933,0.01944007180540445
S319,GC_02,2025-01-22,1,-0.020000000000000018,-1.960784313725492,98.0392156862745,10046.0,203.73245614035113,0.05986842105263124,0.0,-0.17097302868240546,0,9924.310822274298,1529.8903508772055,9893.57142857143,202.25384804155692,0.02044295626728609
S037,GC_02,2025-01-24,1,-0.010000000000000009,-1.0309278350515474,98.96907216494846,9993.75,-248.26754385964887,0.1098684210526315,0.0,-1.4554891588803278,0,9858.248657819438,1281.6228070175566,9874.0,225.85836269662113,0.02287404929072525
S060,GC_02,2025-01-24,1,-0.010000000000000009,-0.980392156862746,99.01960784313727,10014.851485148514,272.73245614035113,0.029868421052631433,0.0,0.02511461066196761,0,9909.598926255552,1554.3552631579078,9866.857142857143,215.6829683983912,0.021859338315699577
S086,GC_02,2025-01-24,1,-0.020000000000000018,-2.061855670103095,97.9381443298969,10004.21052631579,-338.26754385964887,-0.15013157894736873,0.0,-1.7112556449816838,0,9828.479141004442,1216.087719298259,9822.714285714286,256.33293083131326,0.02609593676201214
S174,GC_02,2025-01-24,1,-0.030000000000000027,-2.9411764705882377,97.05882352941177,9982.828282828283,40.73245614035113,-0.04013157894736841,0.0,-0.6341945535104172,0,9839.383312803553,1256.82017543861,9856.714285714286,244.3356395655442,0.024788751350911045
